WORD	WORD COUNT		LEMMA	LEMMA COUNT
Поради	54		спазване	52
божествено	54		лейк	52
отговаря	54		привилегия	51
благодат	54		изгубя	51
колкото	54		нарека	51
кол	54		обръщаме	51
отвъд	54		полза	51
опит	54		изпълнявам	51
подобни	54		подготвям	51
изцеление	54		прощавам	51
Без	54		пълнотата	51
надделява	54		спомняме	51
нужно	53		слабост	51
мисли	53		солт	51
процес	53		планина	50
по-малко	53		ситуация	50
споделяме	53		питам	50
получава	53		пак	50
изглежда	53		най-велик	50
описва	53		вдигна	50
подкрепим	53		правило	50
смирено	53		възвисяване	50
тъкмо	53		съмнение	50
22	53		съединен	50
23	53		изучаваме	49
Сион	53		тема	49
събития	53		понеже	49
истински	53		уникален	49
апостол	52		та	49
следват	52		присъединя	49
лесно	52		каним	49
състрадание	52		заради	49
бих	52		пандемия	49
казал	52		ръководство	48
чудеса	52		пея	48
първата	52		запиша	48
кои	52		обръщане	48
душа	52		всякакъв	48
Лейк	52		кола	48
заповед	51		предоставя	48
действа	51		сякаш	48
бива	51		час	48
покаянието	51		неделното	48
могли	51		търпение	48
бързо	51		научаваме	48
говоря	51		мисъл	48
цели	51		взаимопомощ	48
напътствия	51		откривам	48
наш	51		говорим	48
целта	51		духовната	48
Възкресението	51		грешка	48
чудо	51		роден	48
Солт	51		господните	48
знаят	50		видим	48
болка	50		съветвам	48
какви	50		изпълнение	48
желания	50		буря	48
веднага	50		перспектива	47
знаете	50		модел	47
духовните	50		близо	47
единствено	50		мрак	47
чувство	50		нужда́я се	47
Моето	50		яков	47
възвисяване	50		истинен	47
пълнотата	50		свещенически	47
Съединените	50		изцелява	47
изучаваме	49		у.	47
Подобно	49		война	47
освен	49		господното	47
дал	49		потенциал	47
търси	49		камък	47
пише	49		нощ	47
затова	49		диспенсация	47
смърт	49		общност	47
та	49		успех	46
домове	49		молитвите	46
ангели	49		карам	46
имаше	49		свещеническа	46
необходимо	49		враг	46
действаме	49		множество	46
чувстват	49		момче	46
собствените	49		април	46
бъдещето	49		съсредоточен	46
пророците	49		отивам	46
пандемия	49		важност	45
обща	48		ръководя	45
обръщане	48		веднъж	45
подкрепа	48		изразявам	45
приемаме	48		прошка	45
радваме	48		символ	45
решения	48		именно	45
показва	48		непоклатим	45
пак	48		забележа	44
желаят	48		мъдър	44
Второ	48		поканя	44
търпение	48		значителен	44
такъв	48		христов	44
напомня	48		обясня	44
заради	48		срещна	44
взаимопомощ	48		почина	44
изпълни	48		25	44
Господните	48		ра́но	44
обръщаме	48		лехий	44
помощта	47		небесни	44
искаме	47		достъп	44
близо	47		служите	44
полза	47		призовавам	44
станат	47		безопасност	44
Яков	47		позволя	44
работата	47		24	44
Защо	47		илия	44
свети	47		нейни	44
свещенически	47		теб	43
изцелява	47		опитам	43
У.	47		правилен	43
първите	47		присъствам	43
Господното	47		оставам	43
говорим	47		многото	43
потенциал	47		б.	43
сутрин	47		несправедливост	43
спомняме	47		създавам	43
първо	47		възрастен	43
ново	46		възможен	43
давам	46		доброта	43
наскоро	46		дълго	43
поканата	46		мислим	43
подобен	46		смятам	43
духовен	46		пастир	43
гледаме	46		никакъв	43
вървим	46		пита	42
мъдрост	46		научавам	42
Неделното	46		осъзная	42
свещеническа	46		право	42
човека	46		поведение	42
група	46		храмовите	42
април	46		молба	42
дарове	46		сълза	42
диспенсация	46		възстановената	42
съвършена	45		посещение	42
пророкът	45		извършвам	42
Например	45		прочета	42
такава	45		силно	42
ръководител	45		посока	42
сякаш	45		известно	42
нуждаем	45		съдържам	41
стремят	45		внимателно	41
неговото	45		загуба	41
царството	45		мисионер	41
Със	45		чудесен	41
изпитваме	45		редовен	41
увеличава	45		разговор	41
силите	45		аарон	41
знание	45		кога	41
точка	45		укрепва	41
вярваме	45		чудя	41
имам	45		подчинение	41
четири	45		събирам	41
мислите	45		разкривам	41
дадено	44		подготвяме	41
Никога	44		медия	41
попита	44		условие	41
израз	44		съд	41
Бях	44		милостта	41
имали	44		сключваме	40
25	44		служението	40
Лехий	44		юта	40
славата	44		пет	40
обичат	44		конкретен	40
Всичко	44		стая	40
24	44		мнение	40
Обществото	44		ранен	40
Илия	44		изглеждам	40
нов	44		свещеник	40
перспектива	43		джон	40
постоянно	43		отправя	40
знанието	43		болест	40
случи	43		период	40
По-късно	43		предци	40
Б.	43		повярвам	40
готови	43		развитие	40
доброта	43		аспект	40
проблеми	43		възлюбени	40
научаваме	43		съдба	40
решение	43		защита	40
благодарение	43		променяме	40
мира	43		пандемията	40
каквито	43		идея	39
служите	43		вениамин	39
мястото	43		срещам	39
властта	43		смирение	39
видим	43		неочакван	39
пита	42		разчитам	39
Само	42		огън	39
нямаше	42		предам	39
дървото	42		добрина	39
водят	42		Великден	39
четем	42		27	39
степен	42		плът	39
многото	42		овца	39
прости	42		конституция	39
каним	42		каквото	38
Онези	42		разлика	38
мислим	42		насочвам	38
силно	42		съвсем	38
район	42		го́спод	38
отговорности	42		разкажа	38
вечни	42		изграждане	38
духовната	42		храмовете	38
вниманието	42		седемдесетници	38
очаква	42		преодоляваме	38
избори	42		т	38
стъпка	42		първоначален	38
въпроса	41		исайя	37
променят	41		тяхно	37
молитвите	41		донеса	37
физически	41		активен	37
мисионер	41		навсякъде	37
върши	41		среща	37
страданията	41		х.	37
велика	41		шест	37
Аарон	41		адам	37
казвам	41		наблюдавам	37
единство	41		бедствие	37
укрепва	41		осигурявам	37
греха	41		таковам	37
закона	41		положение	37
кръста	41		усърден	37
кой	41		отварям	37
отнася	41		праведността	37
милостта	41		доближавам	37
продължават	41		26	37
учението	41		определя	37
Всъщност	40		град	37
деня	40		затвор	37
например	40		единителна	36
позволяваме	40		израстване	36
скоро	40		изкушения	36
мисията	40		плоча	36
Юта	40		000	36
очи	40		добавя	36
получат	40		пътувам	36
Вярата	40		спирам	36
доверие	40		изпитанията	36
същата	40		даря	36
личен	40		храмът	36
Джон	40		съветник	36
важен	40		уважение	36
ръката	40		човеците	36
предци	40		пост	36
ръководителите	40		партньор	36
млада	40		химн	36
достъп	40		храмова	36
предлага	40		поклонение	35
обстоятелствата	40		твой	35
вероятно	40		молитвата	35
книга	40		завърнем	35
подготвяме	40		заявя	35
Моят	40		библията	35
духовете	40		призив	35
известно	40		твърд	35
подготвени	40		татко	35
мъртвите	40		навик	35
присъствието	40		ценен	35
нейните	40		възкресение	35
книгата	39		сесия	35
Нашата	39		после	35
наша	39		влизам	35
желаем	39		препоръка	35
направим	39		вдъхновение	35
внимателно	39		2020	35
Каня	39		устояваме	34
Вениамин	39		свидетелството	34
види	39		съдя	34
ум	39		стремеж	34
моят	39		стандарт	34
дълго	39		вятър	34
разбирането	39		дале́че	34
Нашите	39		йосиф	34
Разбира	39		предстоя	34
учениците	39		материален	34
силни	39		послания	34
свободата	39		измина	34
събитие	39		застана	34
съвършени	39		изпитание	34
подготвят	39		оукс	34
Второто	39		дълъг	34
променяме	39		лесен	34
вода	39		нараствам	34
добрина	39		холанд	34
Великден	39		д.	34
27	39		к.	34
урок	39		изцяло	34
култура	39		свещеничество	34
сключваме	38		храмови	34
храмовите	38		тръгна	34
служението	38		бреме	34
получават	38		дядо	34
използва	38		йънг	34
нуждае	38		29	34
Вместо	38		28	34
възраст	38		съсредоточаваме	34
причина	38		къща	34
Често	38		радостен	33
смелост	38		изляза	33
учени	38		проява	33
направил	38		стигна	33
Точно	38		назад	33
никой	38		запечатан	33
Господи	38		ф.	33
Пророка	38		дейвид	33
седемдесетници	38		естествен	33
първи	38		представлявам	33
смисъл	38		обратно	33
когото	38		построя	33
закони	38		кръв	33
преодоляваме	38		развиваме	33
научи	38		30	33
водата	38		раждане	33
изпълнен	38		отвор	32
болката	38		премина	32
уроци	38		способен	32
медии	38		безкраен	32
качества	38		освободя	32
поколения	38		финансов	32
т	38		описан	32
благославяни	38		неин	32
Исайя	37		рана	32
Синът	37		съгласна	32
специално	37		узная	32
събранията	37		кратък	32
споделят	37		тих	32
Имаме	37		елемент	32
Във	37		чуден	32
напътствие	37		осигуря	32
седмици	37		подтик	32
средства	37		реч	32
повечето	37		предвид	32
дадени	37		поглеждам	32
възстановената	37		заповядам	32
видя	37		посветя	32
ключовете	37		победа	32
каже	37		уверявам	32
Х.	37		насилие	32
Адам	37		робство	32
покани	37		поставям	31
обещанието	37		доста	31
научих	37		невъзможно	31
действие	37		бъдещ	31
социалните	37		очакване	31
Макар	37		освещаването	31
призовава	37		минало	31
Обещавам	37		насока	31
26	37		свято	31
съд	37		явявам	31
живеете	36		човечество	31
бащите	36		недостатък	31
Елате	36		постепенен	31
принципите	36		седя	31
виждат	36		благодарни	31
разберем	36		направям	31
продължи	36		извън	31
обаче	36		настоящ	31
вземаме	36		личност	31
сключили	36		упражняваме	31
светът	36		израстваме	31
съвършено	36		бригъм	31
трябваше	36		осъществявам	31
000	36		авраам	31
Беше	36		непрестанен	31
съвсем	36		преподаваме	30
жертви	36		преживея	30
народи	36		сериозен	30
видят	36		кръщението	30
подготовката	36		познат	30
накрая	36		плача	30
по-рано	36		борба	30
шест	36		действителен	30
нуждаят	36		изкушенията	30
мисъл	36		обикновено	30
съветник	36		лош	30
Които	36		нежен	30
уважение	36		писане	30
човеци	36		спазвате	30
кръстени	36		липса	30
възлюбени	36		свободен	30
чуваме	36		подчинявам	30
участваме	36		святост	30
съвет	36		слаб	30
носители	36		помоля	30
Възлюбен	36		завръщане	30
храмова	36		разказ	30
думата	36		сторя	30
истинско	35		приятелка	30
намерение	35		свързвам	30
завърнем	35		размишляваме	29
Или	35		външен	29
пътеката	35		принадлежност	29
Колко	35		колега	29
пет	35		праведните	29
Библията	35		предложа	29
Сина	35		съсед	29
Наистина	35		знак	29
очакваме	35		далин	29
някого	35		опрощение	29
Благодарение	35		призование	29
благодарен	35		беден	29
